TransactionDate,Description,DebitAmount,CreditAmount,Balance
2024-04-09,UTILITY BILL,4890.96,,3714883.21
2024-04-11,REFUND,,23589.95,3738473.16
2024-04-12,IMPS TRANSFER,5398.06,,3733075.10
2024-04-14,ATM WITHDRAWAL,17685.37,,3715389.73
2024-04-14,SALARY,,29166.02,3744555.75
2024-04-14,UTILITY BILL,487.82,,3744067.93
2024-04-14,CASH DEPOSIT,,30973.35,3775041.28
2024-04-16,INWARD REMITTANCE,,47030.86,3822072.14
2024-04-18,NEFT TRANSFER,,9630.36,3831702.50
2024-04-20,CASH DEPOSIT,,48172.33,3879874.83
2024-04-21,IMPS TRANSFER,17409.44,,3862465.39
2024-04-22,CASH DEPOSIT,,43596.32,3906061.71
2024-04-23,EMI DEBIT,3118.23,,3902943.48
2024-04-25,UTILITY BILL,14166.38,,3888777.10
2024-04-26,POS PURCHASE,204.10,,3888573.00
2024-04-27,UTILITY BILL,8406.98,,3880166.02
2024-04-28,EMI DEBIT,6969.87,,3873196.15
2024-04-28,SALARY,,41880.66,3915076.81
2024-04-30,INWARD REMITTANCE,,29321.11,3944397.92
2024-04-30,REFUND,,47167.20,3991565.12
2024-05-02,EMI DEBIT,11625.38,,3979939.74
2024-05-02,SALARY,,15082.53,3995022.27
2024-05-04,ATM WITHDRAWAL,8408.84,,3986613.43
2024-05-04,REFUND,,32377.28,4018990.71
2024-05-05,NEFT TRANSFER,,7313.37,4026304.08
2024-05-06,EMI DEBIT,12785.70,,4013518.38
2024-05-06,INWARD REMITTANCE,,24054.22,4037572.60
2024-05-06,IMPS TRANSFER,19034.11,,4018538.49
2024-05-06,CASH DEPOSIT,,30644.10,4049182.59
2024-05-06,INWARD REMITTANCE,,21524.34,4070706.93
2024-05-08,SALARY,,47804.55,4118511.48
2024-05-09,IMPS TRANSFER,10416.73,,4108094.75
2024-05-11,POS PURCHASE,13657.91,,4094436.84
2024-05-13,IMPS TRANSFER,5506.79,,4088930.05
2024-05-14,ATM WITHDRAWAL,16622.13,,4072307.92
2024-05-15,INWARD REMITTANCE,,5738.80,4078046.72
2024-05-17,INWARD REMITTANCE,,34232.13,4112278.85
2024-05-18,IMPS TRANSFER,8312.05,,4103966.80
2024-05-18,ATM WITHDRAWAL,3109.74,,4100857.06
2024-05-20,NEFT TRANSFER,,9845.66,4110702.72
2024-05-22,REFUND,,39541.56,4150244.28
2024-05-24,INWARD REMITTANCE,,39814.38,4190058.66
2024-05-25,REFUND,,42049.86,4232108.52
2024-05-26,EMI DEBIT,16365.23,,4215743.29
2024-05-27,NEFT TRANSFER,,4345.24,4220088.53
2024-05-27,EMI DEBIT,150.59,,4219937.94
2024-05-28,CASH DEPOSIT,,29904.52,4249842.46
2024-05-30,EMI DEBIT,17146.88,,4232695.58
2024-06-01,ATM WITHDRAWAL,3472.70,,4229222.88
2024-06-02,SALARY,,11938.08,4241160.96
2024-06-03,INWARD REMITTANCE,,27271.93,4268432.89
2024-06-05,NEFT TRANSFER,,15400.68,4283833.57
2024-06-07,INWARD REMITTANCE,,20732.36,4304565.93
2024-06-09,SALARY,,13243.29,4317809.22
2024-06-11,POS PURCHASE,9320.13,,4308489.09
2024-06-13,EMI DEBIT,4747.94,,4303741.15
2024-06-14,ATM WITHDRAWAL,12725.16,,4291015.99
2024-06-15,NEFT TRANSFER,,26964.26,4317980.25
2024-06-15,SALARY,,28873.43,4346853.68
2024-06-15,POS PURCHASE,13368.61,,4333485.07
2024-06-15,UTILITY BILL,14033.44,,4319451.63
2024-06-17,REFUND,,4281.64,4323733.27
2024-06-17,CASH DEPOSIT,,42404.29,4366137.56
2024-06-19,POS PURCHASE,14549.26,,4351588.30
2024-06-19,EMI DEBIT,18943.53,,4332644.77
2024-06-20,IMPS TRANSFER,16674.07,,4315970.70
2024-06-21,NEFT TRANSFER,,46050.94,4362021.64
2024-06-23,EMI DEBIT,3955.65,,4358065.99
2024-06-25,INWARD REMITTANCE,,4945.10,4363011.09
2024-06-26,IMPS TRANSFER,847.92,,4362163.17
2024-06-27,CASH DEPOSIT,,17529.38,4379692.55
2024-06-27,ATM WITHDRAWAL,7062.84,,4372629.71
2024-06-28,INWARD REMITTANCE,,38518.54,4411148.25
2024-06-30,UTILITY BILL,9552.01,,4401596.24
2024-07-01,INWARD REMITTANCE,,41244.51,4442840.75
2024-07-01,SALARY,,13690.31,4456531.06
2024-07-03,REFUND,,7566.29,4464097.35
2024-07-04,ATM WITHDRAWAL,19089.79,,4445007.56
2024-07-06,IMPS TRANSFER,8569.30,,4436438.26
2024-07-07,NEFT TRANSFER,,12609.08,4449047.34
2024-07-07,REFUND,,19970.33,4469017.67
2024-07-07,REFUND,,14128.21,4483145.88
2024-07-08,INWARD REMITTANCE,,13447.73,4496593.61
2024-07-09,IMPS TRANSFER,13950.76,,4482642.85
2024-07-10,ATM WITHDRAWAL,13764.70,,4468878.15
2024-07-10,SALARY,,34138.10,4503016.25
2024-07-11,INWARD REMITTANCE,,26534.06,4529550.31
2024-07-12,SALARY,,2016.75,4531567.06
2024-07-12,INWARD REMITTANCE,,42943.18,4574510.24
2024-07-14,REFUND,,44172.99,4618683.23
2024-07-15,CASH DEPOSIT,,7080.61,4625763.84
2024-07-17,IMPS TRANSFER,12548.74,,4613215.10
2024-07-19,EMI DEBIT,18051.92,,4595163.18
2024-07-20,UTILITY BILL,13836.30,,4581326.88
2024-07-21,POS PURCHASE,8168.10,,4573158.78
2024-07-21,UTILITY BILL,6209.23,,4566949.55
2024-07-22,CASH DEPOSIT,,39478.45,4606428.00
2024-07-23,INWARD REMITTANCE,,16776.30,4623204.30
2024-07-23,SALARY,,16787.87,4639992.17
2024-07-24,SALARY,,47580.38,4687572.55
2024-07-26,INWARD REMITTANCE,,42379.33,4729951.88
2024-07-26,CASH DEPOSIT,,1794.67,4731746.55
2024-07-28,INWARD REMITTANCE,,18624.58,4750371.13
2024-07-28,UTILITY BILL,14791.30,,4735579.83
2024-07-28,EMI DEBIT,18677.92,,4716901.91
2024-07-29,REFUND,,48081.48,4764983.39
2024-07-31,INWARD REMITTANCE,,21376.81,4786360.20
2024-07-31,REFUND,,42635.52,4828995.72
2024-08-01,SALARY,,11785.25,4840780.97
2024-08-02,EMI DEBIT,17461.84,,4823319.13
2024-08-04,SALARY,,26808.55,4850127.68
2024-08-05,INWARD REMITTANCE,,14460.81,4864588.49
2024-08-07,NEFT TRANSFER,,40878.67,4905467.16
2024-08-09,POS PURCHASE,12557.49,,4892909.67
2024-08-11,IMPS TRANSFER,1195.02,,4891714.65
2024-08-13,SALARY,,46812.72,4938527.37
2024-08-15,ATM WITHDRAWAL,17830.43,,4920696.94
2024-08-17,EMI DEBIT,4353.56,,4916343.38
2024-08-17,POS PURCHASE,9777.39,,4906565.99
2024-08-18,REFUND,,17651.79,4924217.78
2024-08-19,UTILITY BILL,7733.08,,4916484.70
2024-08-21,IMPS TRANSFER,8986.88,,4907497.82
2024-08-23,NEFT TRANSFER,,18102.23,4925600.05
2024-08-23,SALARY,,16351.06,4941951.11
2024-08-25,POS PURCHASE,12562.70,,4929388.41
2024-08-26,CASH DEPOSIT,,19040.14,4948428.55
2024-08-26,UTILITY BILL,6177.74,,4942250.81
2024-08-28,INWARD REMITTANCE,,19528.88,4961779.69
2024-08-30,CASH DEPOSIT,,10765.89,4972545.58
2024-09-01,IMPS TRANSFER,19916.36,,4952629.22
2024-09-03,EMI DEBIT,11923.99,,4940705.23
2024-09-05,NEFT TRANSFER,,36899.77,4977605.00
2024-09-06,UTILITY BILL,14036.80,,4963568.20
2024-09-06,POS PURCHASE,19090.45,,4944477.75
2024-09-07,POS PURCHASE,2180.75,,4942297.00
2024-09-09,INWARD REMITTANCE,,44667.34,4986964.34
2024-09-11,IMPS TRANSFER,16683.36,,4970280.98
2024-09-12,NEFT TRANSFER,,28028.44,4998309.42
2024-09-13,EMI DEBIT,14271.78,,4984037.64
2024-09-13,CASH DEPOSIT,,26267.82,5010305.46
2024-09-15,REFUND,,10702.48,5021007.94
2024-09-16,INWARD REMITTANCE,,31555.58,5052563.52
2024-09-18,IMPS TRANSFER,7655.08,,5044908.44
2024-09-19,EMI DEBIT,2924.65,,5041983.79
2024-09-21,INWARD REMITTANCE,,43208.17,5085191.96
2024-09-23,UTILITY BILL,7019.71,,5078172.25
2024-09-23,REFUND,,4509.10,5082681.35
2024-09-25,REFUND,,12094.27,5094775.62
2024-09-25,IMPS TRANSFER,11089.06,,5083686.56
2024-09-25,ATM WITHDRAWAL,5198.41,,5078488.15
2024-09-25,UTILITY BILL,6695.19,,5071792.96
2024-09-27,CASH DEPOSIT,,5502.22,5077295.18
2024-09-29,CASH DEPOSIT,,39735.95,5117031.13
2024-09-29,REFUND,,19603.48,5136634.61
2024-09-30,ATM WITHDRAWAL,11132.86,,5125501.75
2024-10-01,UTILITY BILL,19380.53,,5106121.22
2024-10-01,POS PURCHASE,15027.52,,5091093.70
2024-10-02,INWARD REMITTANCE,,16988.05,5108081.75
2024-10-04,UTILITY BILL,3595.42,,5104486.33
2024-10-04,EMI DEBIT,18056.91,,5086429.42
2024-10-06,ATM WITHDRAWAL,13268.72,,5073160.70
2024-10-06,IMPS TRANSFER,3191.06,,5069969.64
2024-10-07,CASH DEPOSIT,,31498.15,5101467.79
2024-10-08,INWARD REMITTANCE,,4096.09,5105563.88
2024-10-10,REFUND,,5064.79,5110628.67
2024-10-12,SALARY,,14100.73,5124729.40
2024-10-12,POS PURCHASE,15657.11,,5109072.29
2024-10-14,CASH DEPOSIT,,48943.02,5158015.31
2024-10-15,NEFT TRANSFER,,27756.32,5185771.63
2024-10-17,NEFT TRANSFER,,16816.63,5202588.26
2024-10-17,INWARD REMITTANCE,,7720.09,5210308.35
2024-10-18,INWARD REMITTANCE,,23847.17,5234155.52
2024-10-18,ATM WITHDRAWAL,10765.50,,5223390.02
2024-10-20,SALARY,,26823.46,5250213.48
2024-10-21,POS PURCHASE,12849.52,,5237363.96
2024-10-22,NEFT TRANSFER,,35060.24,5272424.20
2024-10-23,POS PURCHASE,19289.78,,5253134.42
2024-10-24,POS PURCHASE,11698.05,,5241436.37
2024-10-25,ATM WITHDRAWAL,12908.49,,5228527.88
2024-10-26,IMPS TRANSFER,7765.28,,5220762.60
2024-10-27,REFUND,,20714.28,5241476.88
2024-10-29,POS PURCHASE,12596.91,,5228879.97
2024-10-30,ATM WITHDRAWAL,6693.12,,5222186.85
2024-10-31,UTILITY BILL,15851.29,,5206335.56
2024-10-31,NEFT TRANSFER,,11369.65,5217705.21
2024-10-31,CASH DEPOSIT,,25716.51,5243421.72
2024-10-31,ATM WITHDRAWAL,6055.55,,5237366.17
2024-11-02,SALARY,,36807.10,5274173.27
2024-11-03,INWARD REMITTANCE,,13423.13,5287596.40
2024-11-05,IMPS TRANSFER,6161.43,,5281434.97
2024-11-05,REFUND,,35010.78,5316445.75
2024-11-06,INWARD REMITTANCE,,21783.48,5338229.23
2024-11-07,ATM WITHDRAWAL,19235.55,,5318993.68
2024-11-09,INWARD REMITTANCE,,49114.12,5368107.80
2024-11-09,CASH DEPOSIT,,38488.38,5406596.18
2024-11-09,ATM WITHDRAWAL,1529.45,,5405066.73
2024-11-10,CASH DEPOSIT,,5154.41,5410221.14
2024-11-10,INWARD REMITTANCE,,31767.44,5441988.58
2024-11-12,SALARY,,19855.66,5461844.24
2024-11-12,CASH DEPOSIT,,45486.76,5507331.00
2024-11-12,ATM WITHDRAWAL,10792.02,,5496538.98
2024-11-13,UTILITY BILL,1977.30,,5494561.68
2024-11-15,ATM WITHDRAWAL,14782.02,,5479779.66
2024-11-17,INWARD REMITTANCE,,31634.43,5511414.09
2024-11-17,REFUND,,29310.90,5540724.99
2024-11-19,REFUND,,3179.83,5543904.82
2024-11-19,CASH DEPOSIT,,45285.03,5589189.85
2024-11-19,CASH DEPOSIT,,34012.69,5623202.54
2024-11-19,NEFT TRANSFER,,1963.38,5625165.92
2024-11-19,IMPS TRANSFER,17392.71,,5607773.21
2024-11-20,UTILITY BILL,10923.91,,5596849.30
2024-11-20,ATM WITHDRAWAL,12756.57,,5584092.73
2024-11-21,POS PURCHASE,6417.35,,5577675.38
2024-11-22,ATM WITHDRAWAL,17805.90,,5559869.48
2024-11-22,EMI DEBIT,18745.61,,5541123.87
2024-11-23,NEFT TRANSFER,,32629.83,5573753.70
2024-11-23,UTILITY BILL,622.87,,5573130.83
2024-11-23,SALARY,,17729.03,5590859.86
2024-11-23,POS PURCHASE,11365.76,,5579494.10
2024-11-25,UTILITY BILL,1105.90,,5578388.20
2024-11-25,SALARY,,5040.91,5583429.11
2024-11-25,NEFT TRANSFER,,25030.35,5608459.46
2024-11-25,EMI DEBIT,5084.98,,5603374.48
2024-11-27,ATM WITHDRAWAL,16945.82,,5586428.66
2024-11-27,POS PURCHASE,2866.65,,5583562.01
2024-11-27,NEFT TRANSFER,,27519.08,5611081.09
2024-11-27,UTILITY BILL,2690.03,,5608391.06
2024-11-29,ATM WITHDRAWAL,15696.74,,5592694.32
2024-11-29,NEFT TRANSFER,,31158.24,5623852.56
2024-11-30,INWARD REMITTANCE,,37072.61,5660925.17
2024-11-30,SALARY,,35427.54,5696352.71
2024-12-02,REFUND,,219.45,5696572.16
2024-12-04,IMPS TRANSFER,14538.37,,5682033.79
2024-12-05,NEFT TRANSFER,,14097.02,5696130.81
2024-12-07,NEFT TRANSFER,,12866.30,5708997.11
2024-12-07,UTILITY BILL,18086.79,,5690910.32
2024-12-07,ATM WITHDRAWAL,17931.09,,5672979.23
2024-12-09,CASH DEPOSIT,,25251.80,5698231.03
2024-12-09,UTILITY BILL,1934.57,,5696296.46
2024-12-09,REFUND,,28545.07,5724841.53
2024-12-10,INWARD REMITTANCE,,18197.08,5743038.61
2024-12-11,IMPS TRANSFER,17533.00,,5725505.61
2024-12-11,REFUND,,42111.33,5767616.94
2024-12-11,REFUND,,39651.90,5807268.84
2024-12-12,POS PURCHASE,9673.44,,5797595.40
2024-12-13,EMI DEBIT,19618.53,,5777976.87
2024-12-13,REFUND,,41671.40,5819648.27
2024-12-15,REFUND,,38045.96,5857694.23
2024-12-15,EMI DEBIT,13906.69,,5843787.54
2024-12-15,CASH DEPOSIT,,42854.20,5886641.74
2024-12-17,POS PURCHASE,11577.76,,5875063.98
2024-12-18,ATM WITHDRAWAL,5453.14,,5869610.84
2024-12-18,INWARD REMITTANCE,,12751.28,5882362.12
2024-12-19,IMPS TRANSFER,6098.27,,5876263.85
2024-12-21,EMI DEBIT,14822.29,,5861441.56
2024-12-23,EMI DEBIT,18819.26,,5842622.30
2024-12-25,IMPS TRANSFER,3487.57,,5839134.73
2024-12-27,SALARY,,22184.91,5861319.64
2024-12-28,POS PURCHASE,10265.53,,5851054.11
2024-12-30,IMPS TRANSFER,10125.78,,5840928.33
2025-01-01,CASH DEPOSIT,,9053.50,5849981.83
2025-01-01,INWARD REMITTANCE,,20287.11,5870268.94
2025-01-01,INWARD REMITTANCE,,46584.97,5916853.91
2025-01-03,EMI DEBIT,744.30,,5916109.61
2025-01-04,CASH DEPOSIT,,25895.46,5942005.07
2025-01-05,REFUND,,37670.86,5979675.93
2025-01-05,SALARY,,43160.37,6022836.30
2025-01-05,SALARY,,38243.90,6061080.20
2025-01-06,IMPS TRANSFER,2700.20,,6058380.00
2025-01-08,INWARD REMITTANCE,,9107.21,6067487.21
2025-01-09,SALARY,,19329.27,6086816.48
2025-01-10,ATM WITHDRAWAL,17290.15,,6069526.33
2025-01-11,EMI DEBIT,15997.27,,6053529.06
2025-01-13,UTILITY BILL,5472.22,,6048056.84
2025-01-15,CASH DEPOSIT,,9769.29,6057826.13
2025-01-15,POS PURCHASE,13826.27,,6043999.86
2025-01-15,ATM WITHDRAWAL,16397.47,,6027602.39
2025-01-16,ATM WITHDRAWAL,16095.31,,6011507.08
2025-01-17,EMI DEBIT,19291.76,,5992215.32
2025-01-17,NEFT TRANSFER,,41186.86,6033402.18
2025-01-18,NEFT TRANSFER,,22551.39,6055953.57
2025-01-20,CASH DEPOSIT,,3182.80,6059136.37
2025-01-21,CASH DEPOSIT,,47221.79,6106358.16
2025-01-22,UTILITY BILL,4722.32,,6101635.84
2025-01-23,NEFT TRANSFER,,13204.24,6114840.08
2025-01-23,SALARY,,20227.04,6135067.12
2025-01-24,INWARD REMITTANCE,,47930.67,6182997.79
2025-01-26,REFUND,,3422.54,6186420.33
2025-01-26,INWARD REMITTANCE,,15098.72,6201519.05
2025-01-28,UTILITY BILL,2772.17,,6198746.88
2025-01-29,SALARY,,12204.71,6210951.59
2025-01-31,NEFT TRANSFER,,17783.02,6228734.61
2025-02-01,REFUND,,16658.22,6245392.83
2025-02-01,ATM WITHDRAWAL,18179.61,,6227213.22
2025-02-01,INWARD REMITTANCE,,4071.63,6231284.85
2025-02-03,UTILITY BILL,8723.52,,6222561.33
2025-02-04,REFUND,,35517.27,6258078.60
2025-02-06,INWARD REMITTANCE,,32650.06,6290728.66
2025-02-07,POS PURCHASE,3533.88,,6287194.78
2025-02-07,CASH DEPOSIT,,13236.91,6300431.69
2025-02-07,IMPS TRANSFER,19725.85,,6280705.84
2025-02-08,SALARY,,41132.35,6321838.19
2025-02-09,EMI DEBIT,17366.13,,6304472.06
2025-02-09,IMPS TRANSFER,7253.56,,6297218.50
2025-02-09,UTILITY BILL,19825.24,,6277393.26
2025-02-10,POS PURCHASE,16803.97,,6260589.29
2025-02-11,EMI DEBIT,5853.04,,6254736.25
2025-02-12,EMI DEBIT,11835.74,,6242900.51
2025-02-13,UTILITY BILL,10833.76,,6232066.75
2025-02-15,INWARD REMITTANCE,,36662.34,6268729.09
2025-02-15,EMI DEBIT,17345.56,,6251383.53
2025-02-15,UTILITY BILL,15745.65,,6235637.88
2025-02-15,POS PURCHASE,16211.08,,6219426.80
2025-02-15,EMI DEBIT,14065.51,,6205361.29
2025-02-17,CASH DEPOSIT,,42781.06,6248142.35
2025-02-18,NEFT TRANSFER,,33115.70,6281258.05
2025-02-20,POS PURCHASE,1752.88,,6279505.17
2025-02-20,REFUND,,19832.14,6299337.31
2025-02-21,INWARD REMITTANCE,,43704.02,6343041.33
2025-02-23,INWARD REMITTANCE,,35291.36,6378332.69
2025-02-23,CASH DEPOSIT,,27711.51,6406044.20
2025-02-24,SALARY,,33764.88,6439809.08
2025-02-25,REFUND,,33270.97,6473080.05
2025-02-27,SALARY,,43701.39,6516781.44
2025-02-27,INWARD REMITTANCE,,15374.93,6532156.37
2025-03-01,NEFT TRANSFER,,31297.65,6563454.02
2025-03-03,ATM WITHDRAWAL,13154.51,,6550299.51
2025-03-04,REFUND,,22015.65,6572315.16
2025-03-04,REFUND,,33386.39,6605701.55
2025-03-05,IMPS TRANSFER,12750.66,,6592950.89
2025-03-07,REFUND,,39947.34,6632898.23
2025-03-08,ATM WITHDRAWAL,11906.60,,6620991.63
2025-03-08,CASH DEPOSIT,,35932.24,6656923.87
2025-03-08,INWARD REMITTANCE,,40431.11,6697354.98
2025-03-09,REFUND,,49138.57,6746493.55
2025-03-10,INWARD REMITTANCE,,43795.37,6790288.92
2025-03-11,SALARY,,46341.09,6836630.01
2025-03-13,EMI DEBIT,6590.20,,6830039.81
2025-03-14,EMI DEBIT,14664.64,,6815375.17
2025-03-14,SALARY,,23959.88,6839335.05
2025-03-16,ATM WITHDRAWAL,10371.33,,6828963.72
2025-03-16,EMI DEBIT,17734.29,,6811229.43
2025-03-16,EMI DEBIT,4355.61,,6806873.82
2025-03-17,INWARD REMITTANCE,,48051.27,6854925.09
2025-03-18,INWARD REMITTANCE,,14981.25,6869906.34
2025-03-19,IMPS TRANSFER,16277.08,,6853629.26
2025-03-19,CASH DEPOSIT,,36639.08,6890268.34
2025-03-21,POS PURCHASE,17257.76,,6873010.58
2025-03-21,EMI DEBIT,7754.40,,6865256.18
2025-03-23,POS PURCHASE,13153.32,,6852102.86
2025-03-24,REFUND,,36246.00,6888348.86
2025-03-26,CASH DEPOSIT,,13642.64,6901991.50
2025-03-26,REFUND,,28361.64,6930353.14
2025-03-26,NEFT TRANSFER,,17663.89,6948017.03
2025-03-26,ATM WITHDRAWAL,5383.49,,6942633.54
2025-03-28,ATM WITHDRAWAL,14418.05,,6928215.49
2025-03-29,ATM WITHDRAWAL,9783.38,,6918432.11
2025-03-31,EMI DEBIT,12499.61,,6905932.50
2025-04-02,INWARD REMITTANCE,,35202.68,6941135.18
2025-04-02,POS PURCHASE,3505.90,,6937629.28
2025-04-02,CASH DEPOSIT,,48864.47,6986493.75
2025-04-02,ATM WITHDRAWAL,11404.64,,6975089.11
2025-04-03,SALARY,,26016.31,7001105.42
2025-04-05,SALARY,,27975.65,7029081.07
2025-04-05,CASH DEPOSIT,,8199.54,7037280.61
2025-04-05,ATM WITHDRAWAL,2329.42,,7034951.19
2025-04-07,IMPS TRANSFER,10898.60,,7024052.59
2025-04-07,POS PURCHASE,9461.16,,7014591.43
2025-04-07,POS PURCHASE,6720.58,,7007870.85
2025-04-07,INWARD REMITTANCE,,33570.92,7041441.77
2025-04-07,NEFT TRANSFER,,37773.64,7079215.41
2025-04-08,SALARY,,33162.26,7112377.67
2025-04-09,INWARD REMITTANCE,,8190.46,7120568.13
2025-04-10,IMPS TRANSFER,18395.80,,7102172.33
2025-04-12,INWARD REMITTANCE,,4792.00,7106964.33
2025-04-14,EMI DEBIT,13451.35,,7093512.98
2025-04-16,EMI DEBIT,3232.16,,7090280.82
2025-04-17,REFUND,,14704.01,7104984.83
2025-04-17,EMI DEBIT,5436.28,,7099548.55
2025-04-19,NEFT TRANSFER,,12584.73,7112133.28
2025-04-19,SALARY,,46116.81,7158250.09
2025-04-19,NEFT TRANSFER,,30354.16,7188604.25
2025-04-21,POS PURCHASE,8833.52,,7179770.73
2025-04-21,EMI DEBIT,1168.27,,7178602.46
2025-04-22,ATM WITHDRAWAL,3499.37,,7175103.09
2025-04-24,CASH DEPOSIT,,1986.38,7177089.47
2025-04-25,EMI DEBIT,11447.64,,7165641.83
2025-04-26,EMI DEBIT,8206.30,,7157435.53
2025-04-28,CASH DEPOSIT,,3697.81,7161133.34
2025-04-28,IMPS TRANSFER,15510.93,,7145622.41
2025-04-29,EMI DEBIT,6458.78,,7139163.63
2025-05-01,POS PURCHASE,14092.08,,7125071.55
2025-05-03,REFUND,,31556.50,7156628.05
2025-05-05,SALARY,,932.66,7157560.71
2025-05-05,POS PURCHASE,8811.27,,7148749.44
2025-05-06,EMI DEBIT,75.99,,7148673.45
2025-05-06,REFUND,,4962.02,7153635.47
2025-05-08,ATM WITHDRAWAL,2745.09,,7150890.38
2025-05-10,POS PURCHASE,13429.09,,7137461.29
2025-05-12,SALARY,,1596.31,7139057.60
2025-05-14,SALARY,,18565.19,7157622.79
2025-05-14,REFUND,,4565.78,7162188.57
2025-05-15,IMPS TRANSFER,18071.80,,7144116.77
2025-05-16,INWARD REMITTANCE,,43564.16,7187680.93
2025-05-16,REFUND,,2016.68,7189697.61
2025-05-16,IMPS TRANSFER,9180.31,,7180517.30
2025-05-17,NEFT TRANSFER,,20833.81,7201351.11
2025-05-18,INWARD REMITTANCE,,29061.32,7230412.43
2025-05-18,POS PURCHASE,14933.51,,7215478.92
2025-05-19,CASH DEPOSIT,,1697.83,7217176.75
2025-05-20,NEFT TRANSFER,,8997.31,7226174.06
2025-05-22,EMI DEBIT,15657.57,,7210516.49
2025-05-23,IMPS TRANSFER,14018.93,,7196497.56
2025-05-23,NEFT TRANSFER,,14793.47,7211291.03
2025-05-25,REFUND,,37010.05,7248301.08
2025-05-26,UTILITY BILL,14459.37,,7233841.71
2025-05-26,SALARY,,1247.51,7235089.22
2025-05-26,POS PURCHASE,463.77,,7234625.45
2025-05-27,ATM WITHDRAWAL,9392.76,,7225232.69
2025-05-27,UTILITY BILL,99.53,,7225133.16
2025-05-28,UTILITY BILL,432.96,,7224700.20
2025-05-28,INWARD REMITTANCE,,26098.29,7250798.49
2025-05-28,NEFT TRANSFER,,3447.54,7254246.03
2025-05-29,NEFT TRANSFER,,26097.56,7280343.59
2025-05-29,EMI DEBIT,9744.24,,7270599.35
2025-05-31,UTILITY BILL,10334.93,,7260264.42
2025-06-01,CASH DEPOSIT,,43376.33,7303640.75
2025-06-03,IMPS TRANSFER,18021.22,,7285619.53
2025-06-03,POS PURCHASE,13742.79,,7271876.74
2025-06-05,SALARY,,7604.05,7279480.79
2025-06-06,EMI DEBIT,831.69,,7278649.10
2025-06-06,SALARY,,31323.54,7309972.64
2025-06-08,ATM WITHDRAWAL,13604.29,,7296368.35
2025-06-10,UTILITY BILL,2063.18,,7294305.17
2025-06-11,CASH DEPOSIT,,23646.26,7317951.43
2025-06-12,REFUND,,45825.03,7363776.46
2025-06-14,INWARD REMITTANCE,,13095.89,7376872.35
2025-06-16,EMI DEBIT,15073.36,,7361798.99
2025-06-17,IMPS TRANSFER,16276.01,,7345522.98
2025-06-17,SALARY,,46360.23,7391883.21
2025-06-18,SALARY,,45932.00,7437815.21
2025-06-20,UTILITY BILL,17922.77,,7419892.44
2025-06-20,INWARD REMITTANCE,,10805.95,7430698.39
2025-06-20,POS PURCHASE,6818.25,,7423880.14
2025-06-20,INWARD REMITTANCE,,28521.37,7452401.51
2025-06-21,EMI DEBIT,10902.02,,7441499.49
2025-06-22,IMPS TRANSFER,9448.24,,7432051.25
2025-06-23,CASH DEPOSIT,,18922.34,7450973.59
2025-06-25,INWARD REMITTANCE,,21939.15,7472912.74
2025-06-25,CASH DEPOSIT,,29822.89,7502735.63
2025-06-27,ATM WITHDRAWAL,19017.28,,7483718.35
2025-06-27,IMPS TRANSFER,18680.77,,7465037.58
2025-06-29,ATM WITHDRAWAL,16257.25,,7448780.33
2025-06-29,INWARD REMITTANCE,,955.41,7449735.74
2025-06-30,REFUND,,18959.90,7468695.64
2025-06-30,POS PURCHASE,2287.84,,7466407.80
2025-07-01,SALARY,,10818.21,7477226.01
2025-07-01,UTILITY BILL,11874.36,,7465351.65
2025-07-02,CASH DEPOSIT,,639.42,7465991.07
2025-07-02,EMI DEBIT,2430.92,,7463560.15
2025-07-04,IMPS TRANSFER,16409.42,,7447150.73
2025-07-05,SALARY,,35534.40,7482685.13
2025-07-07,ATM WITHDRAWAL,12249.15,,7470435.98
2025-07-09,CASH DEPOSIT,,42962.34,7513398.32
2025-07-11,IMPS TRANSFER,15490.67,,7497907.65
2025-07-11,ATM WITHDRAWAL,17898.48,,7480009.17
2025-07-11,NEFT TRANSFER,,9581.70,7489590.87
2025-07-12,POS PURCHASE,2989.85,,7486601.02
2025-07-14,EMI DEBIT,17688.45,,7468912.57
2025-07-16,SALARY,,1605.61,7470518.18
2025-07-18,EMI DEBIT,4091.23,,7466426.95
2025-07-19,CASH DEPOSIT,,1401.24,7467828.19
2025-07-19,UTILITY BILL,12409.29,,7455418.90
2025-07-20,REFUND,,47703.20,7503122.10
2025-07-22,EMI DEBIT,6588.00,,7496534.10
2025-07-24,UTILITY BILL,10112.08,,7486422.02
2025-07-25,CASH DEPOSIT,,25734.90,7512156.92
2025-07-26,NEFT TRANSFER,,44615.25,7556772.17
2025-07-26,EMI DEBIT,10173.26,,7546598.91
2025-07-27,REFUND,,34753.22,7581352.13
2025-07-28,ATM WITHDRAWAL,18777.05,,7562575.08
2025-07-28,INWARD REMITTANCE,,11344.93,7573920.01
2025-07-28,SALARY,,14782.40,7588702.41
2025-07-29,ATM WITHDRAWAL,6464.70,,7582237.71
2025-07-29,POS PURCHASE,6033.20,,7576204.51
2025-07-30,IMPS TRANSFER,19598.90,,7556605.61
2025-08-01,POS PURCHASE,8989.22,,7547616.39
2025-08-01,IMPS TRANSFER,15678.99,,7531937.40
2025-08-01,INWARD REMITTANCE,,25906.09,7557843.49
2025-08-03,INWARD REMITTANCE,,31728.26,7589571.75
